,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
11441,Y,99999999,0,632.0,1420288.0,3.0,1,6,29234.16,20.8,66.0,8,0,60382,205062.0,0.0,0.0
11442,Y,174658,0,746.0,697661.0,0.0,1,1,12441.58,47.4,24.0,7,0,61769,632962.0,0.0,0.0
11443,Y,344014,0,726.0,978633.0,5.0,1,0,12395.79,20.4,53.0,13,0,247817,548658.0,0.0,0.0
11444,Y,99999999,0,739.0,1079580.0,5.0,0,0,17723.2,15.5,70.0,10,1,155648,443894.0,1.0,0.0
11445,Y,108944,0,666.0,1128942.0,1.0,1,0,26059.83,14.5,71.0,20,0,408747,884664.0,0.0,0.0
11446,Y,174108,0,747.0,1241821.0,2.0,0,0,30424.89,16.0,48.0,20,0,128706,304766.0,0.0,0.0
11447,Y,158180,0,750.0,2352694.0,10.0,0,0,18468.76,17.7,32.0,19,0,57361,1619838.0,0.0,0.0
11448,Y,781858,0,680.0,5305465.0,9.0,1,0,24272.69,26.3,33.0,11,0,228304,300410.0,0.0,0.0
11449,Y,21890,0,704.0,775181.0,3.0,1,11,14211.81,11.9,42.0,5,0,75715,94182.0,0.0,0.0
11450,Y,499114,0,648.0,2530116.0,0.0,0,3,14189.77,22.7,19.0,8,0,329973,1008084.0,0.0,0.0
11451,Y,99999999,0,710.0,1125066.0,4.0,0,0,17157.19,12.6,19.0,6,0,91504,141086.0,0.0,0.0
11452,Y,154946,1,719.0,669066.0,0.0,1,0,16614.93,11.5,8.0,10,0,134938,411158.0,0.0,0.0
11453,Y,358578,0,741.0,1354871.0,7.0,0,0,17951.96,16.7,22.0,10,0,727643,896324.0,0.0,0.0
11454,N,170126,0,733.0,979507.0,10.0,2,0,27671.03,16.5,9.0,14,0,182476,392722.0,0.0,0.0
11455,N,475530,1,684.0,1026722.0,10.0,0,0,22502.27,22.5,32.0,12,0,257963,369688.0,0.0,0.0
11456,Y,400422,1,719.0,795853.0,10.0,1,0,8754.25,25.0,33.0,19,1,167276,579920.0,1.0,0.0
11457,Y,99999999,0,720.0,576042.0,3.0,1,0,15073.08,11.9,54.0,5,0,94031,133430.0,0.0,0.0
11458,Y,304920,0,704.0,1534896.0,10.0,0,2,4515.16,16.8,72.0,8,2,128478,531256.0,1.0,1.0
11459,N,521972,1,726.0,1878340.0,10.0,0,0,27235.93,21.0,2.0,17,0,639274,1014002.0,0.0,0.0
11460,Y,99999999,0,746.0,1645685.0,3.0,0,0,17279.74,18.5,28.0,9,0,139061,217316.0,0.0,0.0
11461,Y,99999999,0,740.0,1580439.0,2.0,1,0,14487.5,8.6,60.0,9,0,310764,644864.0,0.0,0.0
11462,Y,99999999,0,705.0,1377443.0,10.0,0,0,13429.96,20.4,65.0,18,0,563008,1070432.0,0.0,0.0
11463,Y,99999999,0,696.0,3026016.0,3.0,0,3,13390.06,23.1,63.0,13,0,1089403,1576784.0,0.0,0.0
11464,Y,218746,0,739.0,1379096.0,8.0,0,0,15859.49,29.1,9.0,13,0,363907,544412.0,0.0,0.0
11465,N,228558,1,680.0,695552.0,6.0,0,0,19533.33,19.9,7.0,25,0,199443,589094.0,0.0,0.0
11466,N,323664,0,7100.0,1009432.0,0.0,0,0,26245.46,22.6,24.0,6,0,160987,179762.0,0.0,0.0
11467,Y,160292,0,703.0,1730520.0,2.0,1,1,9041.91,14.8,10.0,10,0,167219,231616.0,0.0,0.0
11468,Y,607508,0,654.0,2154847.0,10.0,0,0,26935.54,17.5,30.0,7,0,348536,442530.0,0.0,0.0
11469,Y,99999999,0,728.0,891480.0,10.0,0,0,13149.33,15.0,26.0,7,0,155933,336226.0,0.0,0.0
11470,Y,43076,0,686.0,1209312.0,10.0,1,5,6973.57,19.5,29.0,4,0,18924,21538.0,0.0,0.0
11471,Y,197230,0,700.0,567777.0,3.0,2,0,8043.46,15.0,19.0,9,0,364230,611204.0,0.0,0.0
11472,Y,380776,1,713.0,760323.0,1.0,2,0,2122.68,16.5,59.0,13,0,96425,280500.0,0.0,0.0
11473,Y,264572,0,737.0,1371002.0,10.0,2,0,7791.9,15.7,71.0,11,0,216543,450164.0,0.0,0.0
11474,Y,324170,0,736.0,1213150.0,6.0,0,0,17095.25,19.1,59.0,12,0,427158,1047882.0,0.0,0.0
11475,Y,576422,1,727.0,1916530.0,10.0,0,0,48711.82,27.3,5.0,24,0,256747,1955778.0,0.0,0.0
11476,Y,99999999,0,740.0,1901520.0,10.0,0,2,38347.32,19.4,13.0,13,0,248843,308176.0,0.0,0.0
11477,N,553080,1,6730.0,1420098.0,10.0,0,1,27301.48,20.6,15.0,6,0,223421,287452.0,0.0,0.0
11478,Y,785862,0,705.0,4906028.0,10.0,0,1,32829.53,13.8,31.0,13,2,72504,374792.0,0.0,2.0
11479,Y,99999999,1,723.0,1341837.0,10.0,1,0,20127.65,13.9,38.0,12,1,62396,106568.0,1.0,0.0
11480,Y,119570,0,712.0,938695.0,2.0,1,0,11890.01,13.5,14.0,8,0,63365,108702.0,0.0,0.0
11481,N,196658,0,746.0,1434177.0,10.0,1,0,11007.27,38.4,9.0,8,0,167181,426360.0,0.0,0.0
11482,N,30624,0,7250.0,358872.0,5.0,1,0,284.05,11.0,64.0,2,1,6251,21868.0,0.0,0.0
11483,Y,161612,0,743.0,943521.0,1.0,1,0,6085.89,12.0,15.0,5,0,139764,270160.0,0.0,0.0
11484,Y,398970,1,721.0,1119480.0,3.0,1,0,25374.69,13.7,21.0,14,0,154451,618772.0,0.0,0.0
11485,N,422730,1,722.0,950760.0,7.0,2,0,27175.89,15.6,28.0,9,0,229539,712536.0,0.0,0.0
11486,N,367928,0,721.0,887642.0,7.0,0,0,24928.0,14.9,42.0,11,0,105849,196746.0,0.0,0.0
11487,Y,154946,0,741.0,1625013.0,10.0,0,0,27625.24,21.6,16.0,11,0,214966,455862.0,0.0,0.0
11488,Y,99999999,0,737.0,678433.0,1.0,0,0,13059.84,27.1,47.0,14,1,81339,500940.0,1.0,0.0
11489,Y,99999999,0,738.0,1239693.0,10.0,0,2,17872.16,20.6,1.0,11,0,85253,243144.0,0.0,0.0
11490,Y,99999999,0,725.0,760304.0,1.0,1,0,11341.29,14.6,58.0,14,0,107483,160600.0,0.0,0.0
11491,Y,218504,0,700.0,1375676.0,3.0,0,1,3771.69,25.5,64.0,7,4,81567,109296.0,0.0,0.0
11492,N,751608,0,703.0,2781885.0,6.0,1,0,47292.14,14.5,34.0,26,0,768132,1304138.0,0.0,0.0
11493,Y,89496,0,674.0,1062670.0,6.0,1,7,25326.62,13.0,66.0,10,0,339473,409442.0,0.0,0.0
11494,N,628034,0,715.0,1240567.0,3.0,0,0,24087.82,16.2,21.0,16,0,438216,725912.0,0.0,0.0
11495,Y,664950,1,725.0,1722825.0,1.0,2,0,42783.44,28.0,29.0,23,0,520600,1122528.0,0.0,0.0
11496,Y,174812,0,708.0,634068.0,9.0,0,1,2076.51,14.8,32.0,3,0,115140,163966.0,0.0,0.0
11497,Y,67342,1,731.0,544293.0,3.0,2,4,1705.44,16.5,14.0,3,0,56487,519068.0,0.0,0.0
11498,Y,784718,1,680.0,2323548.0,10.0,0,0,18394.85,19.0,8.0,12,0,867464,1711116.0,0.0,0.0
11499,Y,179124,0,712.0,3093808.0,7.0,1,7,24982.53,16.2,47.0,7,0,484557,638308.0,0.0,0.0
11500,Y,99999999,0,739.0,559113.0,5.0,0,0,10250.5,18.6,81.0,11,1,175275,369006.0,1.0,0.0
11501,Y,519002,1,699.0,1798673.0,10.0,0,3,30877.47,29.0,12.0,10,0,315115,907632.0,0.0,0.0
11502,Y,318516,0,749.0,821408.0,2.0,1,6,14573.19,17.9,22.0,10,0,162298,751696.0,0.0,0.0
11503,Y,130988,0,700.0,810787.0,9.0,1,0,2749.87,14.0,57.0,11,1,87362,376024.0,1.0,0.0
11504,Y,75526,0,734.0,1043575.0,7.0,1,0,9000.87,27.0,47.0,14,0,129390,276408.0,0.0,0.0
11505,Y,270050,0,725.0,866799.0,6.0,0,0,14230.05,10.9,29.0,7,0,83220,132726.0,0.0,0.0
11506,Y,99999999,0,745.0,1821967.0,1.0,1,0,18371.48,15.4,24.0,26,0,264784,621874.0,0.0,0.0
11507,N,763004,1,6820.0,1694439.0,10.0,1,0,23439.73,18.4,72.0,12,1,559531,1199748.0,0.0,0.0
11508,Y,255288,1,691.0,2046528.0,3.0,0,2,2796.8,22.6,43.0,8,1,38437,142208.0,0.0,0.0
11509,N,515746,1,650.0,1126814.0,10.0,1,0,19062.13,15.0,42.0,7,0,122303,238414.0,0.0,0.0
11510,Y,471570,1,660.0,925946.0,1.0,1,1,16975.55,6.1,6.0,22,0,162412,1099714.0,0.0,0.0
11511,Y,99999999,0,742.0,1254209.0,10.0,0,0,11392.4,20.0,75.0,10,0,304950,777744.0,0.0,0.0
11512,Y,785796,1,708.0,1512381.0,2.0,0,2,10599.34,16.4,78.0,8,0,36518,485936.0,0.0,0.0
11513,Y,158400,0,737.0,665000.0,6.0,1,0,3845.98,18.4,63.0,8,1,28595,204380.0,1.0,0.0
11514,N,187352,0,6930.0,2138070.0,5.0,1,0,22093.39,20.0,51.0,10,1,92473,209154.0,1.0,0.0
11515,Y,106062,0,695.0,574617.0,3.0,0,0,8092.67,13.8,11.0,16,0,65702,221166.0,0.0,0.0
11516,N,520564,0,7490.0,2903485.0,3.0,2,0,37987.27,15.0,8.0,15,0,300941,522434.0,0.0,0.0
11517,Y,230428,1,614.0,1440390.0,8.0,2,1,19925.3,11.3,42.0,15,0,312436,709346.0,0.0,0.0
11518,Y,322542,0,712.0,1532084.0,5.0,1,1,34727.06,19.2,21.0,14,0,397537,621192.0,0.0,0.0
11519,Y,539330,1,688.0,1490512.0,5.0,0,0,17016.59,23.4,31.0,14,0,292942,765666.0,0.0,0.0
11520,Y,99999999,0,743.0,1477345.0,4.0,1,0,17358.78,15.7,15.0,8,0,141873,297616.0,0.0,0.0
11521,Y,133892,1,742.0,370025.0,6.0,0,2,3277.69,25.1,24.0,8,0,17746,411026.0,0.0,0.0
11522,Y,326040,0,713.0,2346500.0,10.0,0,0,15975.77,20.5,44.0,18,0,411939,917268.0,0.0,0.0
11523,N,753764,0,742.0,1394942.0,10.0,0,0,16971.75,27.2,35.0,15,0,496698,1441396.0,0.0,0.0
11524,Y,144650,1,677.0,969532.0,10.0,1,1,11876.71,13.3,78.0,3,0,27379,64812.0,0.0,0.0
11525,Y,294778,1,693.0,1417590.0,3.0,1,0,6461.9,18.0,77.0,8,1,162165,383196.0,1.0,0.0
11526,Y,369402,1,692.0,1313641.0,10.0,1,0,18938.44,23.7,20.0,8,0,554344,1033604.0,0.0,0.0
11527,Y,258962,0,722.0,1714617.0,2.0,0,0,29434.04,29.2,29.0,21,0,253840,407638.0,0.0,0.0
11528,N,353364,0,731.0,953705.0,10.0,0,0,24080.98,17.8,18.0,15,1,309757,953898.0,0.0,0.0
11529,Y,559020,0,743.0,2124276.0,8.0,0,0,11984.44,30.2,19.0,14,0,227582,850058.0,0.0,0.0
11530,Y,77660,0,742.0,1053987.0,0.0,1,0,18444.82,11.4,14.0,13,0,41686,195404.0,0.0,0.0
11531,Y,326964,1,703.0,1506016.0,6.0,0,0,17946.64,18.2,67.0,14,2,110998,292094.0,0.0,0.0
11532,Y,754072,0,678.0,2791005.0,1.0,1,3,26747.06,15.7,19.0,8,0,31464,242880.0,0.0,0.0
11533,Y,519376,0,724.0,1125028.0,9.0,1,0,22125.69,14.2,19.0,19,0,451478,964546.0,0.0,0.0
11534,N,223344,0,670.0,568689.0,3.0,0,0,14596.37,20.0,27.0,3,0,28196,32956.0,0.0,0.0
11535,N,263450,0,728.0,474012.0,1.0,0,0,4345.11,30.8,3.0,14,0,188290,736582.0,0.0,0.0
11536,Y,189266,0,741.0,1153794.0,2.0,1,0,14133.91,15.6,33.0,20,0,193059,448910.0,0.0,0.0
11537,Y,21472,0,718.0,1131184.0,10.0,0,1,23095.07,27.1,15.0,14,0,547029,1170796.0,0.0,0.0
11538,Y,329208,0,724.0,1781706.0,3.0,0,0,30140.65,19.2,23.0,9,0,351747,403656.0,0.0,0.0
11539,Y,99999999,0,733.0,1118758.0,0.0,0,0,13331.92,20.5,17.0,9,0,120289,212300.0,0.0,0.0
11540,Y,121110,0,660.0,684608.0,2.0,1,0,14605.11,4.4,21.0,10,0,7923,241648.0,0.0,0.0
11541,Y,174834,0,740.0,542051.0,6.0,0,0,6866.03,12.6,70.0,8,0,62624,206008.0,0.0,0.0
11542,Y,289410,0,712.0,3556838.0,5.0,0,0,42089.18,18.7,3.0,21,0,206473,597674.0,0.0,0.0
11543,Y,249766,1,722.0,1040725.0,0.0,0,8,25584.26,19.0,28.0,17,1,92872,398266.0,1.0,0.0
11544,Y,134024,0,713.0,694526.0,0.0,0,0,12848.94,17.0,49.0,11,0,163761,274780.0,0.0,0.0
11545,N,443124,0,716.0,1530792.0,10.0,0,0,28957.33,19.0,46.0,11,0,260034,620840.0,0.0,0.0
11546,Y,236896,0,720.0,956631.0,1.0,1,0,8609.66,26.7,33.0,15,1,229007,436832.0,0.0,1.0
11547,Y,350350,0,702.0,1928899.0,10.0,0,0,14273.75,18.3,34.0,4,0,856178,1094214.0,0.0,0.0
11548,Y,404008,0,744.0,1938380.0,10.0,0,0,6315.79,15.5,28.0,8,1,188765,421938.0,1.0,0.0
11549,Y,60104,0,706.0,1668618.0,10.0,0,2,12681.55,15.8,38.0,12,0,467723,723052.0,0.0,0.0
11550,Y,546700,1,695.0,1259092.0,5.0,0,0,17207.35,19.0,28.0,6,0,109478,141328.0,0.0,0.0
11551,N,141790,0,737.0,574047.0,8.0,1,0,3324.62,6.8,10.0,4,0,82726,161788.0,0.0,0.0
11552,Y,99999999,0,731.0,2121768.0,10.0,2,0,36069.98,20.8,3.0,32,0,356288,1231450.0,0.0,0.0
11553,Y,605462,1,718.0,1966481.0,5.0,0,0,19992.56,21.5,19.0,7,0,160189,281050.0,0.0,0.0
11554,Y,99999999,1,699.0,1895478.0,4.0,0,0,21166.19,22.6,19.0,10,0,746339,1095292.0,0.0,0.0
11555,Y,306922,0,711.0,867483.0,10.0,0,0,16554.51,16.7,28.0,7,0,128573,158554.0,0.0,0.0
11556,Y,99999999,0,748.0,4268597.0,7.0,0,2,28030.32,25.4,10.0,10,0,494,0.0,0.0,0.0
11557,Y,343596,0,739.0,1001471.0,1.0,1,0,21948.99,16.0,61.0,5,0,44175,109538.0,0.0,0.0
11558,N,104016,1,627.0,916370.0,3.0,2,3,4864.57,8.6,16.0,4,0,0,0.0,0.0,0.0
11559,Y,134816,0,717.0,1549488.0,10.0,0,0,22209.29,12.7,81.0,8,2,295545,530574.0,2.0,0.0
11560,Y,212608,0,716.0,1300664.0,4.0,1,0,37393.9,10.3,45.0,16,0,325869,511280.0,0.0,0.0
11561,Y,99999999,0,739.0,991553.0,5.0,0,0,16211.94,33.5,37.0,23,0,39691,373736.0,0.0,0.0
11562,Y,262988,1,707.0,946390.0,10.0,0,0,20899.43,14.0,59.0,11,0,111530,208274.0,0.0,0.0
11563,Y,99999999,0,741.0,1084748.0,1.0,0,0,22237.41,15.8,7.0,11,0,187283,349756.0,0.0,0.0
11564,N,219450,0,733.0,1535162.0,5.0,1,0,11411.21,19.1,13.0,9,0,440724,708752.0,0.0,0.0
11565,Y,709170,1,679.0,2074534.0,5.0,0,0,47714.32,12.6,47.0,11,0,166269,427812.0,0.0,0.0
11566,Y,241098,0,720.0,2352067.0,1.0,0,1,17836.63,14.0,46.0,8,0,91428,303314.0,0.0,0.0
11567,Y,467896,0,724.0,953021.0,3.0,0,3,15248.26,13.3,13.0,8,0,6745,54252.0,0.0,0.0
11568,Y,775940,1,672.0,2106093.0,10.0,0,0,8494.71,19.4,45.0,10,0,442852,782870.0,0.0,0.0
11569,Y,99999999,0,747.0,1120506.0,4.0,1,0,29506.62,21.5,77.0,16,0,278274,928576.0,0.0,0.0
11570,Y,222420,0,734.0,1152540.0,4.0,0,2,26508.42,15.0,5.0,10,0,45923,88924.0,0.0,0.0
11571,Y,331496,0,729.0,2194842.0,10.0,2,0,13406.78,18.4,11.0,4,0,49210,94952.0,0.0,0.0
11572,Y,553740,0,716.0,1740780.0,7.0,0,2,20744.39,18.0,50.0,12,1,108300,493680.0,0.0,0.0
11573,Y,196658,0,726.0,849186.0,10.0,0,2,4592.87,18.2,5.0,5,0,16074,193930.0,0.0,0.0
11574,Y,99999999,0,739.0,2465307.0,10.0,1,0,13518.12,19.5,2.0,14,0,435613,944570.0,0.0,0.0
11575,Y,413468,1,703.0,850212.0,2.0,2,0,11548.77,10.7,6.0,18,0,325052,792352.0,0.0,0.0
11576,Y,99999999,0,678.0,488718.0,0.0,1,1,9774.36,15.9,38.0,7,0,272441,326546.0,0.0,0.0
11577,N,781792,0,744.0,3086512.0,9.0,2,0,34466.19,13.5,31.0,21,0,162184,816442.0,0.0,0.0
11578,Y,99999999,0,730.0,1854514.0,0.0,0,1,15454.41,14.5,53.0,11,2,106153,653796.0,1.0,1.0
11579,Y,110110,0,712.0,1141026.0,10.0,1,0,2301.09,21.8,23.0,3,0,118066,140932.0,0.0,0.0
11580,Y,221980,0,713.0,1150260.0,7.0,1,0,19266.95,21.4,46.0,17,0,261972,604252.0,0.0,0.0
11581,Y,767778,1,658.0,1894490.0,10.0,0,0,14698.02,20.0,66.0,16,0,223896,644886.0,0.0,0.0
11582,Y,94138,0,734.0,1645210.0,2.0,0,0,26597.53,23.0,21.0,17,0,409279,721336.0,0.0,0.0
11583,Y,210584,0,704.0,2349160.0,10.0,0,1,30147.68,14.1,41.0,6,1,135812,168916.0,0.0,1.0
11584,Y,214896,0,714.0,1447610.0,0.0,0,1,2822.83,22.0,68.0,6,0,77425,107492.0,0.0,0.0
11585,Y,55506,0,737.0,632833.0,1.0,2,1,11812.87,24.0,52.0,6,0,170012,257686.0,0.0,0.0
11586,N,482944,1,650.0,1421865.0,2.0,1,1,19313.69,11.0,71.0,7,0,62624,120648.0,0.0,0.0
11587,N,655710,1,656.0,1280220.0,9.0,0,0,27311.17,32.4,37.0,11,0,973750,1204588.0,0.0,0.0
11588,Y,326678,1,725.0,1410617.0,4.0,0,0,32091.38,18.0,20.0,15,0,466754,779878.0,0.0,0.0
11589,Y,378158,0,720.0,908105.0,10.0,1,0,18464.77,16.5,34.0,5,0,216296,280764.0,0.0,0.0
11590,Y,352352,0,718.0,1236235.0,6.0,1,0,15658.85,15.8,39.0,15,0,285703,601480.0,0.0,0.0
11591,N,172348,0,684.0,465120.0,3.0,1,7,9767.52,9.6,22.0,11,0,253802,473990.0,0.0,0.0
11592,Y,80432,0,745.0,863683.0,3.0,1,0,7773.09,9.7,48.0,7,0,66576,195668.0,0.0,0.0
11593,N,211552,0,735.0,1046786.0,2.0,1,0,18144.05,14.7,38.0,10,0,180690,527010.0,0.0,0.0
11594,N,450736,1,742.0,1492241.0,10.0,2,3,2847.72,36.8,60.0,19,0,67678,2062126.0,0.0,0.0
11595,Y,112156,0,735.0,484310.0,9.0,1,0,3450.78,16.5,19.0,11,0,65854,309936.0,0.0,0.0
11596,N,648186,1,718.0,3209499.0,6.0,2,2,55363.91,14.0,17.0,16,1,64752,468600.0,0.0,1.0
11597,Y,270248,0,715.0,1808876.0,0.0,1,0,41754.97,29.6,33.0,9,0,306014,398552.0,0.0,0.0
11598,Y,237116,0,721.0,655310.0,1.0,1,0,6880.66,14.5,74.0,5,0,229026,328218.0,0.0,0.0
11599,Y,529892,1,716.0,1086895.0,0.0,0,0,12952.3,15.9,23.0,11,0,228665,603130.0,0.0,0.0
11600,Y,482592,1,683.0,950000.0,6.0,0,0,12429.23,18.5,21.0,13,0,256633,1042646.0,0.0,0.0
11601,Y,138930,0,737.0,1301899.0,7.0,0,0,12368.05,13.7,2.0,12,0,107008,815144.0,0.0,0.0
11602,Y,178596,0,736.0,1060466.0,10.0,0,2,1599.61,19.8,6.0,5,0,48431,260854.0,0.0,0.0
11603,Y,491458,1,725.0,2353131.0,8.0,0,0,32551.56,19.0,16.0,12,0,266475,515086.0,0.0,0.0
11604,Y,60258,0,745.0,2843331.0,10.0,0,2,32698.43,19.7,70.0,8,0,396853,482174.0,0.0,0.0
11605,Y,99999999,0,737.0,802541.0,6.0,0,0,3303.91,22.7,41.0,13,0,101308,698280.0,0.0,0.0
11606,N,349360,0,7310.0,1244595.0,1.0,1,0,21365.5,30.3,69.0,11,0,212078,475904.0,0.0,0.0
11607,Y,161986,0,682.0,738321.0,2.0,1,0,13781.84,22.5,46.0,25,0,295697,499092.0,0.0,0.0
11608,N,258170,1,722.0,1003333.0,10.0,0,0,10426.25,16.9,72.0,12,0,285722,496760.0,0.0,0.0
11609,Y,131846,0,728.0,891936.0,3.0,1,0,17169.54,8.9,60.0,17,0,231762,375848.0,0.0,0.0
11610,Y,218130,0,748.0,1224512.0,2.0,0,3,8724.61,18.8,15.0,10,0,117591,1063722.0,0.0,0.0
11611,Y,183436,0,715.0,1508752.0,10.0,0,1,11353.45,11.0,27.0,7,0,124051,148544.0,0.0,0.0
11612,N,367202,1,731.0,1075970.0,1.0,1,0,16587.76,14.2,56.0,11,0,162963,280786.0,0.0,0.0
11613,Y,462792,0,750.0,3045168.0,5.0,0,0,34004.49,33.5,76.0,12,0,1136485,0.0,0.0,0.0
11614,N,157300,0,743.0,1358462.0,9.0,0,0,9803.62,15.3,33.0,7,1,156617,370832.0,1.0,0.0
11615,Y,430144,0,727.0,1021592.0,10.0,1,0,28944.98,23.0,25.0,16,0,319808,533588.0,0.0,0.0
11616,Y,441848,0,734.0,1507308.0,10.0,0,0,29643.8,14.3,30.0,23,0,727054,1400740.0,0.0,0.0
11617,Y,133474,0,741.0,537909.0,1.0,1,0,3998.36,23.4,35.0,9,0,70585,91212.0,0.0,0.0
11618,Y,173932,0,694.0,1389546.0,10.0,0,0,3114.86,13.0,70.0,6,0,69350,145728.0,0.0,0.0
11619,Y,209242,0,731.0,752932.0,9.0,0,0,5816.47,18.4,9.0,12,0,106818,365948.0,0.0,0.0
11620,Y,99999999,1,671.0,2012404.0,10.0,0,0,32701.47,20.6,40.0,8,0,184737,325578.0,0.0,0.0
11621,N,288882,1,721.0,1439402.0,10.0,1,0,22310.56,13.0,54.0,11,0,234688,348832.0,0.0,0.0
11622,Y,449812,1,723.0,1165422.0,8.0,0,6,0.0,18.6,8.0,7,0,0,0.0,0.0,0.0
11623,Y,53196,0,706.0,382888.0,2.0,2,0,4722.26,9.5,39.0,19,0,90193,450120.0,0.0,0.0
11624,Y,333630,1,734.0,3073440.0,8.0,0,0,38930.24,44.1,79.0,20,1,308674,513524.0,1.0,0.0
11625,Y,99999999,0,745.0,677236.0,1.0,0,0,9594.05,12.8,8.0,18,0,253650,689436.0,0.0,0.0
11626,Y,670890,1,729.0,2510755.0,3.0,0,0,26153.69,21.4,51.0,14,0,492480,1652860.0,0.0,0.0
11627,Y,244222,1,642.0,981483.0,0.0,1,0,14558.56,17.0,36.0,9,0,74100,107118.0,0.0,0.0
11628,Y,323928,0,739.0,1581009.0,9.0,1,0,12331.76,18.8,58.0,10,0,388094,1140568.0,0.0,0.0
11629,Y,754754,0,729.0,2607332.0,0.0,0,0,53667.59,19.9,23.0,31,0,632814,785356.0,0.0,0.0
11630,Y,223872,0,708.0,706477.0,10.0,0,0,6122.75,16.0,38.0,8,0,205504,329582.0,0.0,0.0
11631,Y,99999999,1,717.0,2260620.0,2.0,1,0,33155.76,12.0,36.0,23,0,278901,645876.0,0.0,0.0
11632,Y,202268,1,687.0,1009337.0,10.0,2,1,6291.47,17.8,9.0,4,0,262485,438592.0,0.0,0.0
11633,N,332904,0,7450.0,862524.0,10.0,1,0,8840.89,24.0,23.0,15,0,221407,743072.0,0.0,0.0
11634,Y,90464,0,727.0,1116060.0,10.0,1,0,6919.61,14.6,35.0,5,0,68894,250074.0,0.0,0.0
11635,Y,99999999,0,722.0,1043442.0,8.0,1,6,9477.77,23.2,78.0,10,0,40166,134024.0,0.0,0.0
11636,Y,225016,0,743.0,1127118.0,10.0,0,0,11834.91,22.0,56.0,13,0,468464,1329460.0,0.0,0.0
11637,Y,177826,0,724.0,959880.0,10.0,0,3,23677.04,37.7,21.0,8,0,508877,685146.0,0.0,0.0
11638,Y,566390,1,698.0,3794186.0,10.0,0,0,49956.7,26.8,26.0,12,0,2934892,4766212.0,0.0,0.0
11639,Y,132968,0,744.0,535933.0,0.0,1,0,9512.92,29.9,30.0,8,0,107654,272734.0,0.0,0.0
11640,Y,216744,0,738.0,1403910.0,0.0,0,0,10037.89,17.5,60.0,8,0,191976,233992.0,0.0,0.0
11641,Y,99999999,0,715.0,1136238.0,10.0,0,0,10983.71,24.5,18.0,7,0,210083,291676.0,0.0,0.0
11642,Y,229658,1,711.0,1122672.0,0.0,0,0,9243.31,17.9,33.0,11,0,273011,463518.0,0.0,0.0
11643,Y,135080,0,751.0,2138906.0,3.0,1,0,12138.34,14.4,25.0,9,0,125913,928554.0,0.0,0.0
11644,Y,99999999,0,710.0,3838380.0,10.0,0,2,31218.9,34.2,4.0,7,0,1083,22000.0,0.0,0.0
11645,Y,99999999,0,726.0,3107488.0,10.0,0,0,31074.88,14.4,7.0,11,0,361931,485584.0,0.0,0.0
11646,Y,99999999,0,735.0,1487168.0,1.0,1,0,25901.37,16.8,13.0,16,0,323969,477246.0,0.0,0.0
11647,Y,215710,0,741.0,1191243.0,5.0,0,0,31468.75,34.5,44.0,10,0,384484,599984.0,0.0,0.0
11648,Y,94446,0,709.0,485507.0,0.0,0,0,13432.24,15.2,67.0,8,0,24035,605176.0,0.0,0.0
11649,Y,309760,0,741.0,859883.0,6.0,1,0,15979.38,10.9,77.0,13,0,155477,664334.0,0.0,0.0
11650,Y,99999999,0,737.0,1393935.0,6.0,1,0,18469.71,23.4,11.0,8,0,157453,314358.0,0.0,0.0
11651,Y,260150,1,641.0,1023853.0,10.0,1,0,24742.94,17.5,21.0,17,1,66728,398222.0,0.0,0.0
11652,Y,404954,1,684.0,971470.0,6.0,0,0,22262.87,13.9,13.0,10,0,113525,184360.0,0.0,0.0
11653,N,465278,1,700.0,1626476.0,10.0,0,2,33071.4,16.4,26.0,14,0,219887,447436.0,0.0,0.0
11654,Y,69762,0,680.0,539828.0,1.0,1,0,4300.65,16.8,32.0,8,0,60743,87054.0,0.0,0.0
11655,Y,355278,0,726.0,1905434.0,10.0,2,0,25564.69,22.3,23.0,9,0,304627,393668.0,0.0,0.0
11656,Y,579546,0,722.0,1578558.0,10.0,0,1,34333.76,22.7,23.0,18,0,955301,2257420.0,0.0,0.0
11657,Y,512864,1,710.0,942400.0,10.0,0,0,11151.86,15.8,72.0,9,1,183768,599390.0,1.0,0.0
11658,Y,389378,0,739.0,1681443.0,6.0,1,0,25642.02,16.6,80.0,16,0,362064,688424.0,0.0,0.0
11659,Y,398376,1,698.0,1242410.0,0.0,1,0,35305.04,14.8,61.0,13,0,434321,626296.0,0.0,0.0
11660,Y,274164,1,705.0,1159057.0,10.0,1,0,24243.43,20.8,21.0,13,0,65987,215204.0,0.0,0.0
11661,Y,99999999,0,719.0,1241061.0,3.0,1,0,20477.44,13.1,75.0,10,1,44175,203016.0,1.0,0.0
11662,Y,140756,0,737.0,911734.0,10.0,0,0,12916.2,27.6,77.0,14,0,226195,556094.0,0.0,0.0
11663,Y,268642,1,698.0,696046.0,3.0,1,0,18328.92,8.9,10.0,17,0,209741,429836.0,0.0,0.0
11664,Y,225126,0,747.0,3110832.0,10.0,0,2,7932.69,31.8,77.0,10,0,151069,845042.0,0.0,0.0
